"SP","CHROM","START","END"
"Scine","156880",30,11517
"Scine","165334",32359,40497
"Scine","164770",1088,19337
"Scine","165974",6864,12969
"Scine","165180",34264,40086
"Scine","835",3857,39305
"Scine","770",64028,102657
"Scine","166123",35,17608
"Scine","165387",6282,21711
"Scine","1209",176079,186507
"Scine","472",185504,254955
"Scine","204",37866,57803
"Scine","142",295938,345630
"Scine","1683",81081,98349
"Scine","164131",45409,54402
"Scine","353",313724,326131
"Scine","1090",74045,85112
"Scine","148451",4449,17046
"Scine","166128",51260,61355
"Scine","165057",12005,28835
"Scine","164508",72672,87304
"Scine","1519",126384,149535
"Scine","664",17680,36311
"Scine","163892",23144,34388
"Scine","617",29375,57708
"Scine","164997",8253,30844
"Scine","165147",14228,28985
"Scine","165981",8929,19674
"Scine","159671",23178,32919
"Scine","165298",3195,18121
"Scine","165199",89925,101392
"Scine","144",51109,63114
"Scine","605",253784,284542
"Scine","402",147256,176497
"Scine","1715",17455,31731
"Scine","502",190396,203626
"Scine","273",157913,167712
"Scine","159725",2559,16450
"Scine","309",50974,61106
"Scine","522",86792,105865
"Scine","163571",29116,41132
"Scine","162473",69,10756
"Scine","162609",20324,43779
"Scine","1223",39582,51230
"Scine","681",31774,51005
"Scine","163718",39165,51939
"Scine","933",132675,147972
"Scine","164359",27345,66057
"Scine","165377",44686,62971
"Scine","694",53550,63893
"Scine","113",132750,146618
"Scine","1071",122397,136169
"Scine","162741",19421,30139
"Scine","1359",17019,34544
"Scine","118",441805,500599
"Scine","1518",1157,30825
"Scine","158147",4037,14561
"Scine","324",157867,198684
"Scine","165242",51577,68642
"Scine","758",97879,111290
"Scine","1601",7879,22103
"Scine","165152",2667,45761
"Scine","1730",111366,125484
"Scine","1600",39502,62262
"Scine","1656",141420,157954
"Scine","164471",65,12093
"Scine","161621",66614,76545
"Scine","165132",113649,129172
"Scine","267",110720,127387
"Scine","164751",22031,32765
"Scine","979",21209,43812
"Scine","1439",41671,46999
"Scine","1716",51899,69338
"Scine","480",106205,118656
"Scine","448",33401,41416
"Scine","631",64168,74929
"Scine","1670",115631,124097
"Scine","165126",474,17928
"Scine","371",28769,133317
"Scine","801",313934,322454
"Scine","1501",52951,65501
"Scine","524",218467,232987
"Scine","161250",17045,33287
"Scine","523",60262,73313
"Scine","619",88148,107703
"Scine","165220",22205,29986
"Scine","165613",372,15355
"Scine","655",67672,120078
"Scine","1659",118920,162198
"Scine","1438",290,15317
"Scine","815",59596,80593
"Scine","1727",491488,512936
"Scine","144",84748,104513
"Scine","664",147218,158432
"Scine","165527",19315,26686
"Scine","1157",35256,70099
"Scine","699",129343,176379
"Scine","163703",80752,93694
"Scine","160310",364,8481
"Scine","164495",12361,21698
"Scine","165852",8273,15805
"Scine","1697",110967,127735
"Scine","164685",20593,27695
"Scine","649",81511,91516
"Scine","111",44681,78537
"Scine","165502",118941,144795
"Scine","1693",210893,218117
"Scine","163160",5373,12696
"Scine","1126",289243,298531
"Scine","165281",19751,32372
"Scine","162212",880,9345
"Scine","164447",70566,81079
"Scine","164775",77302,84655
"Scine","162973",6653,20091
"Scine","165842",17516,26991
"Scine","240",27792,36145
"Scine","1266",17076,31478
"Scine","1054",47910,51196
"Scine","166150",2760,16688
"Scine","165105",22809,27754
"Scine","1556",429970,436729
"Scine","1663",46544,54267
"Scine","1365",87987,101665
"Scine","165444",14542,34279
"Scine","124",600983,617036
"Scine","560",63029,93858
"Scine","148485",13422,26409
"Scine","634",36,7889
"Scine","164881",43502,49853
"Scine","161446",34684,42656
"Scine","165400",13411,20651
"Scine","163868",106444,118732
"Scine","1268",49787,63425
"Scine","165475",14391,25233
"Scine","164177",93658,104553
"Scine","165813",96843,105759
"Scine","167",72244,83359
"Scine","388",35121,47369
"Scine","165313",78287,102488
"Scine","165209",12378,18202
"Scine","1494",24491,36949
"Scine","1177",113855,122784
"Scine","142283",14912,41352
"Scine","162077",162,12471
"Scine","1550",54505,69034
"Scine","163970",276306,287388
"Scine","165718",17696,27572
"Scine","868",27833,48924
"Scine","164318",4397,19285
"Scine","165176",15345,20554
"Scine","400",32317,42497
"Scine","1397",75983,100042
"Scine","1511",138832,148106
"Scine","165446",9499,23912
"Scine","339",88666,94870
"Scine","1335",187756,196152
"Scine","124",534985,547396
"Scine","161974",12051,25589
"Scine","778",39644,46294
"Scine","1232",123188,135365
"Scine","165003",823,17372
"Scine","630",112330,125224
"Scine","165188",48792,63094
"Scine","1082",27075,37089
"Scine","1521",137230,166349
"Scine","200",137356,148416
"Scine","144",105457,113712
"Scine","75",416567,424897
"Scine","1056",32487,57465
"Scine","827",22607,60017
"Scine","164485",24341,33452
"Scine","165396",18338,29267
"Scine","155862",100,5122
"Scine","1466",77390,87391
"Scine","160064",2,2928
"Scine","1561",704,8785
"Scine","163119",286299,298621
"Scine","120",402687,410893
"Scine","518",146591,162626
"Scine","1537",193293,203399
"Scine","710",101716,114879
"Scine","163970",111695,121187
"Scine","802",109044,114456
"Scine","166001",28787,34504
"Scine","546",108296,112613
"Scine","523",92718,138976
"Scine","1439",128824,176785
"Scine","119",340201,344331
"Scine","882",70843,73893
"Scine","163294",21693,29597
"Scine","148938",718,6890
"Scine","162580",38054,42469
"Scine","165128",45994,55428
"Scine","223",76655,86099
"Scine","165345",72925,85181
"Scine","164990",206473,219301
"Scine","162215",269,4248
"Scine","349",94586,99384
"Scine","764",128000,135709
"Scine","438",137996,146278
"Scine","165904",57479,65910
"Scine","1649",100373,110930
"Scine","360",1521,11565
"Scine","165317",11865,24456
"Scine","758",26233,39422
"Scine","1112",130992,145846
"Scine","179",74781,84071
"Scine","142",173028,187476
"Scine","1452",29478,45447
"Scine","1658",300510,376185
"Scine","164777",50046,57159
"Scine","865",48646,77742
"Scine","1209",80191,98638
"Scine","144460",101,5377
"Scine","165013",99372,106057
"Scine","634",74013,84283
"Scine","165133",20932,33461
"Scine","402",94732,113599
"Scine","1323",55194,63791
"Scine","160037",23833,41048
"Scine","166005",84083,97741
"Scine","551",35365,49307
"Scine","164746",127,3968
"Scine","164773",22708,26114
"Scine","1077",80951,88113
"Scine","1075",95127,108449
"Scine","1244",74997,87331
"Scine","1075",44568,50615
"Scine","158342",18113,36396
"Scine","124",380608,387779
"Scine","142",244521,259393
"Scine","162065",79341,92057
"Scine","328",122514,130175
"Scine","1223",58883,97729
"Scine","163953",65688,75624
"Scine","163903",7404,21651
"Scine","1436",342124,358389
"Scine","164837",67866,72813
"Scine","1081",26951,40118
"Scine","165758",19949,31267
"Scine","1527",269013,277028
"Scine","159337",4216,18044
"Scine","248",49724,55516
"Scine","165375",82241,102276
"Scine","165962",931,14669
"Scine","631",24014,57003
"Scine","163280",25,7398
"Scine","1426",33152,48323
"Scine","658",157965,167016
"Scine","1601",26611,34012
"Scine","1393",41418,61768
"Scine","1552",67775,78587
"Scine","178",87,3821
"Scine","163942",111017,118063
"Scine","164469",25776,32308
"Scine","769",59772,67902
"Scine","963",44506,50717
"Scine","1335",129611,135595
"Scine","166081",34261,47205
"Scine","162782",11215,18502
"Scine","164990",192307,201582
"Scine","848",121572,127543
"Scine","420",299637,318044
"Scine","164501",6940,18011
"Scine","166000",2694,8524
"Scine","162870",21895,45091
"Scine","165345",51367,60420
"Scine","1169",46979,78816
"Scine","435",11154,79881
"Scine","112",116726,124970
"Scine","165555",32634,51159
"Scine","164945",100102,105559
"Scine","163119",299499,307694
"Scine","164972",26331,42538
"Scine","709",140730,151111
"Scine","1211",1527,21492
"Scine","161489",40887,47182
"Scine","155706",1241,5983
"Scine","165124",14823,23017
"Scine","1139",7211,33220
"Scine","1404",115425,126235
"Scine","413",166044,178923
"Scine","1145",133830,138524
"Scine","164892",16231,29128
"Scine","158504",45,8511
"Scine","160674",3834,10863
"Scine","163878",69123,74897
"Scine","1424",64333,70222
"Scine","164363",24784,45238
"Scine","133",110465,119057
"Scine","164689",35359,56128
"Scine","1697",95173,102919
"Scine","386",174879,182167
"Scine","1535",77884,86979
"Scine","165052",25545,33325
"Scine","165104",85938,91455
"Scine","299",51458,70795
"Scine","449",180587,193360
"Scine","163970",267503,272244
"Scine","159924",289,6730
"Scine","162004",3015,6932
"Scine","162961",42145,53987
"Scine","1616",16302,40602
"Scine","164371",29537,37904
"Scine","161651",2840,8964
"Scine","371",7274,24318
"Scine","162580",16176,29474
"Scine","676",85070,101377
"Scine","163925",3727,9749
"Scine","1555",53888,64602
"Scine","1079",54223,86074
"Scine","164984",33408,40382
"Scine","163439",83681,92108
"Scine","117",346375,353438
"Scine","163251",22502,28327
"Scine","119",360940,368515
"Scine","1419",211210,218812
"Scine","163703",15554,25710
"Scine","533",63545,69640
"Scine","165173",23618,86525
"Scine","165995",12826,24881
"Scine","449",50945,55861
"Scine","1074",157138,163825
"Scine","158011",15193,27538
"Scine","602",36333,49834
"Scine","621",307549,313503
"Scine","1065",76301,82516
"Scine","162343",64718,72302
"Scine","1359",84495,91763
"Scine","568",11536,17489
"Scine","1331",237066,267226
"Scine","1309",80235,86353
"Scine","165818",6675,36335
"Scine","164174",1785,7335
"Scine","160650",793,48884
"Scine","424",28895,34424
"Scine","164277",82744,87187
"Scine","855",84,12408
"Scine","165054",6044,54139
"Scine","204",89407,97903
"Scine","689",139937,151313
"Scine","406",11326,36209
"Scine","1727",608115,618752
"Scine","689",117679,120033
"Scine","165303",56979,63081
"Scine","163317",32714,44160
"Scine","165345",139536,150983
"Scine","1488",51273,104053
"Scine","165104",92252,101247
"Scine","163975",510761,522474
"Scine","627",421,3215
"Scine","328",43596,46542
"Scine","164070",34324,48565
"Scine","1557",1,1560
"Scine","1488",169599,181954
"Scine","304",17072,21226
"Scine","166005",102779,119547
"Scine","1604",20631,34646
"Scine","165969",53975,71365
"Scine","163958",256,9277
"Scine","1118",118462,125073
"Scine","163178",24654,34606
"Scine","163472",19549,27040
"Scine","1494",127361,132262
"Scine","165885",20575,30764
"Scine","165384",3536,7868
"Scine","157924",2032,4915
"Scine","1719",306209,314259
"Scine","165734",66512,78136
"Scine","681",18997,29963
"Scine","273",255811,264285
"Scine","731",96128,102037
"Scine","1291",158637,165734
"Scine","744",73044,77163
"Scine","1252",306458,324416
"Scine","1521",35615,40528
"Scine","147",39455,51855
"Scine","1329",185418,190521
"Scine","1697",46987,51553
"Scine","164990",485551,496661
"Scine","1681",190743,196161
"Scine","1346",312989,336519
"Scine","652",5356,13053
"Scine","1056",23300,29288
"Scine","160685",45851,50763
"Scine","164984",11288,19480
"Scine","1409",1628,14952
"Scine","165246",29842,35983
"Scine","463",57764,62956
"Scine","811",20449,26967
"Scine","165465",61650,74831
"Scine","1476",9284,24993
"Scine","163590",11073,19181
"Scine","164408",37332,45565
"Scine","290",46100,55096
"Scine","785",73623,79322
"Scine","161769",44111,51342
"Scine","355",60075,67033
"Scine","164457",53072,60877
"Scine","160033",47,14864
"Scine","1502",47218,57575
"Scine","112",187430,193220
"Scine","1075",115518,121563
"Scine","111",176280,192039
"Scine","1276",50099,64057
"Scine","165214",51683,57724
"Scine","117",406589,437496
"Scine","223",15763,25739
"Scine","114",14006,19967
"Scine","178",111223,137019
"Scine","144",209457,215266
"Scine","580",32239,41057
"Scine","163060",3986,10265
"Scine","979",96548,115338
"Scine","123",96315,111199
"Scine","331",61137,68792
"Scine","1497",27547,98109
"Scine","134324",35,6304
"Scine","165852",18182,32020
"Scine","200",95094,99319
"Scine","1537",177656,190139
"Scine","1063",117524,147450
"Scine","126",151648,156406
"Scine","161865",10503,17010
"Scine","164070",11275,23903
"Scine","162595",51031,59158
"Scine","375",127381,135686
"Scine","633",49169,77194
"Scine","700",82607,90883
"Scine","159171",5608,11331
"Scine","164786",8731,16102
"Scine","273",225575,238481
"Scine","1204",8446,15432
"Scine","1556",418488,427169
"Scine","165680",164380,177085
"Scine","163891",10346,17110
"Scine","586",4355,27733
"Scine","165767",21618,28845
"Scine","163973",18465,25933
"Scine","546",52827,60292
"Scine","244",280678,289229
"Scine","164694",11549,16980
"Scine","165687",13898,20976
"Scine","165687",61215,68109
"Scine","165220",105730,110707
"Scine","418",49063,56276
"Scine","872",160957,163968
"Scine","1556",439287,445422
"Scine","296",15789,21597
"Scine","163583",11588,24128
"Scine","1335",138754,146768
"Scine","1234",119051,122509
"Scine","1579",252856,279495
"Scine","114",437172,447575
"Scine","1199",6123,10335
"Scine","144188",4114,8789
"Scine","164392",27595,31605
"Scine","152336",149,12742
"Scine","1375",3615,32241
"Scine","1577",95156,104422
"Scine","897",111191,117948
"Scine","165653",235,7577
"Scine","527",97124,105280
"Scine","1525",126683,132679
"Scine","162397",6547,12510
"Scine","162674",65362,69623
"Scine","472",281833,292462
"Scine","161067",4726,9167
"Scine","389",275634,281143
"Scine","463",281393,289527
"Scine","164884",19295,22306
"Scine","151242",638,2902
"Scine","165214",33279,46660
"Scine","393",76845,84241
"Scine","700",159683,177562
"Scine","161782",5945,28523
"Scine","694",84484,93335
"Scine","165064",64849,73896
"Scine","203",146242,152278
"Scine","160195",14132,21296
"Scine","299",36628,44646
"Scine","393",33200,37192
"Scine","152",118872,131301
"Scine","134059",6456,15485
"Scine","1240",134564,166349
"Scine","165348",37231,44227
"Scine","165343",69329,73497
"Scine","164512",20268,35502
"Scine","164992",67697,75405
"Scine","1502",167034,174952
"Scine","156619",25512,28457
"Scine","162987",446288,453806
"Scine","1047",148058,152973
"Scine","161522",17234,25176
"Scine","1266",9629,14959
"Scine","388",94211,105848
"Scine","165529",89078,95237
"Scine","165454",6381,12235
"Scine","1412",31694,35534
"Scine","1397",25285,33925
"Scine","194",18350,27603
"Scine","1158",61612,63753
"Scine","165788",41831,51725
"Scine","163785",19623,23436
"Scine","161943",53509,63277
"Scine","164481",18237,30431
"Scine","165009",53094,59326
"Scine","163326",42288,44327
"Scine","1659",36065,41734
"Scine","1518",99240,126462
"Scine","152",539485,545520
"Scine","219",57057,62660
"Scine","165476",303,8005
"Scine","1659",208563,215244
"Scine","1054",38633,45353
"Scine","165149",133838,142546
"Scine","1579",133692,155519
"Scine","1230",66248,72129
"Scine","1249",121988,128364
"Scine","1659",103078,108110
"Scine","1557",66382,75576
"Scine","165580",138071,146127
"Scine","165929",10432,78928
"Scine","595",133839,178792
"Scine","619",108558,122139
"Scine","751",293594,297127
"Scine","158479",93,3820
"Scine","709",9159,18195
"Scine","764",104135,125274
"Scine","650",25851,33383
"Scine","716",20127,36471
"Scine","162214",1590,6470
"Scine","438",193236,208576
"Scine","1574",44495,62185
"Scine","165535",8,9111
"Scine","162666",22102,30072
"Scine","709",20850,32699
"Scine","291",79457,81928
"Scine","163261",13281,16204
"Scine","856",40348,48693
"Scine","165502",189695,192467
"Scine","164086",12989,16488
"Scine","164092",17122,20624
"Scine","745",40984,44094
"Scine","118500",579,2252
"Scine","159872",11485,12882
"Scine","1519",153513,161756
"Scine","1145",248709,250700
"Scine","162110",41970,55955
"Scine","161953",10076,17608
"Scine","164412",29728,42298
"Scine","769",36756,53067
"Scine","1569",172368,177998
"Scine","1246",23258,29332
"Scine","165687",46865,52578
"Scine","162987",282057,284338
"Scine","655",137601,144025
"Scine","154",150015,172824
"Scine","163975",389182,396747
"Scine","1439",190922,195356
"Scine","1456",153806,166696
"Scine","162403",19677,24877
"Scine","150",471403,477983
"Scine","198",66537,72901
"Scine","1071",137883,146465
"Scine","1452",63045,70260
"Scine","165580",132682,137140
"Scine","480",64055,75560
"Scine","598",14391,22910
"Scine","162908",29644,34106
"Scine","163230",40186,50689
"Scine","1301",21,8683
"Scine","837",253312,258357
"Scine","165874",33810,38803
"Scine","164086",918,9172
"Scine","1369",2460,8277
"Scine","144533",1196,3913
"Scine","164371",22781,28603
"Scine","1186",7582,48885
"Scine","655",25080,29430
"Scine","164095",23050,36622
"Scine","1528",3241,9693
"Scine","163056",8364,12299
"Scine","163980",26397,31572
"Scine","129",8075,13804
"Scine","1658",29243,35640
"Scine","456",194998,201400
"Scine","862",147611,167427
"Scine","165969",41542,52143
"Scine","1674",93794,98888
"Scine","166056",6006,20564
"Scine","926",56331,61562
"Scine","1697",87363,94262
"Scine","153218",3523,6988
"Scine","1475",3435,8811
"Scine","348",101,11066
"Scine","1075",133486,150774
"Scine","1489",93175,111716
"Scine","160685",29184,38494
"Scine","163242",66093,77220
"Scine","451",57215,63413
"Scine","703",159806,177051
"Scine","469",54788,62351
"Scine","162065",64579,75974
"Scine","164827",54993,77749
"Scine","1667",130354,168323
"Scine","1218",81643,86525
"Scine","416",34729,40694
"Scine","165580",587547,592512
"Scine","163496",48401,53385
"Scine","164373",39518,43867
"Scine","165358",31123,35914
"Scine","1323",388,8267
"Scine","133",104543,109375
"Scine","391",53510,68081
"Scine","1148",100088,106589
"Scine","164541",2837,23522
"Scine","163703",3269,7637
"Scine","151548",1675,4347
"Scine","404",45188,59438
"Scine","166000",21186,25687
"Scine","161858",12092,21711
"Scine","230",114119,121270
"Scine","164696",50153,57954
"Scine","165826",16014,33029
"Scine","541",42571,53657
"Scine","164971",52531,62073
"Scine","515",55586,60599
"Scine","164993",24660,27909
"Scine","164354",36976,42671
"Scine","156692",3799,7116
"Scine","164348",82453,91079
"Scine","1658",3317,22809
"Scine","412",15766,31305
"Scine","154",483833,485686
"Scine","633",150479,167040
"Scine","166018",28971,40286
"Scine","163616",42439,52368
"Scine","355",82813,86464
"Scine","160685",18839,26455
"Scine","1370",45450,93857
"Scine","165496",73934,92250
"Scine","1020",62855,68377
"Scine","1298",39860,45330
"Scine","866",201408,213101
"Scine","161480",12113,15277
"Scine","166128",23347,44602
"Scine","925",34418,37203
"Scine","165425",88124,91698
"Scine","111",198853,233279
"Scine","167",113594,117564
"Scine","660",119282,135108
"Scine","499",60898,67234
"Scine","631",13988,20031
"Scine","161499",282,3244
"Scine","164092",28802,43116
"Scine","266",11926,20074
"Scine","162301",193,4769
"Scine","937",7664,11822
"Scine","164990",57773,60667
"Scine","1475",112435,126047
"Scine","162775",44557,55302
"Scine","628",46352,51847
"Scine","1002",114754,123887
"Scine","157649",674,5789
"Scine","247",118637,125751
"Scine","162987",95328,101813
"Scine","1145",63971,74103
"Scine","1527",40393,45594
"Scine","849",108629,120826
"Scine","950",40917,46640
"Scine","1158",956,5365
"Scine","166157",2843,7130
"Scine","1688",107029,112658
"Scine","164725",33197,40230
"Scine","1487",99166,106802
"Scine","163597",6474,24114
"Scine","1513",66002,73351
"Scine","162817",3262,11262
"Scine","355",30240,39058
"Scine","1185",18374,25496
"Scine","165704",8459,19743
"Scine","446",3268,8891
"Scine","1012",287,73207
"Scine","164695",4656,11246
"Scine","158300",2855,4660
"Scine","165822",10596,40757
"Scine","163299",47,5677
"Scine","1223",237521,263946
"Scine","673",82484,89133
"Scine","139949",2,1459
"Scine","247",107621,112674
"Scine","75",261089,266168
"Scine","165687",22191,26388
"Scine","164972",13146,23332
"Scine","165132",84622,86497
"Scine","190",180206,185521
"Scine","554",143521,148046
"Scine","420",30137,43745
"Scine","1466",120664,126507
"Scine","163970",259808,266537
"Scine","166128",175063,189126
"Scine","152567",317,2695
"Scine","328",62561,69833
"Scine","164785",23416,35314
"Scine","163909",21653,25606
"Scine","134179",7,5637
"Scine","164197",27075,30631
"Scine","164891",6892,14066
"Scine","1659",201230,208393
"Scine","1020",76141,94264
"Scine","308",89308,97963
"Scine","1074",176838,182349
"Scine","165690",30457,35129
"Scine","166088",17138,29327
"Scine","163955",25,4575
"Scine","164775",36322,41721
"Scine","1119",95089,101005
"Scine","75",449890,453676
"Scine","1209",158810,163954
"Scine","128",181015,187295
"Scine","1523",38994,50423
"Scine","165456",59964,62912
"Scine","126",167091,174393
"Scine","1721",34700,62089
"Scine","463",237387,245455
"Scine","162795",3424,9082
"Scine","160097",1006,4371
"Scine","1181",128464,135217
"Scine","1284",33207,38473
"Scine","164784",9625,32464
"Scine","1555",94377,99990
"Scine","1343",112137,118420
"Scine","494",149178,150803
"Scine","1335",230400,239522
"Scine","412",107789,118956
"Scine","473",104166,112929
"Scine","848",107323,109307
"Scine","156879",33,5392
"Scine","1038",12286,19470
"Scine","1268",68067,70518
"Scine","923",37767,43226
"Scine","696",55435,57696
"Scine","1051",32470,36869
"Scine","1338",38468,49642
"Scine","165383",791,9943
"Scine","720",82952,100616
"Scine","162710",58873,64565
"Scine","521",330659,335041
"Scine","162988",56359,58892
"Scine","1223",125093,139888
"Scine","253",183603,187960
"Scine","120",420735,427894
"Scine","741",30100,38127
"Scine","165887",116009,128762
"Scine","1373",66967,69829
"Scine","165476",12652,43547
"Scine","163306",7513,35893
"Scine","181358",387,9337
"Scine","164993",28680,34985
"Scine","160426",3613,9668
"Scine","165923",40489,42084
"Scine","165487",75413,80526
"Scine","1482",114848,127276
"Scine","165768",21893,26887
"Scine","1339",184693,192412
"Scine","1527",185438,189958
"Scine","164436",26760,44540
"Scine","1681",183850,189639
"Scine","764",41906,47907
"Scine","163970",245871,251392
"Scine","162830",28765,37730
"Scine","165164",36986,49131
"Scine","162899",5905,8740
"Scine","142",2008,14003
"Scine","165766",29798,36545
"Scine","165580",91786,119433
"Scine","875",83097,92006
"Scine","933",74210,93032
"Scine","1096",75534,80297
"Scine","142688",2928,12175
"Scine","162300",20965,24803
"Scine","849",143355,160419
"Scine","117",331624,335543
"Scine","134",101832,111201
"Scine","219",45426,52157
"Scine","935",146310,151831
"Scine","1430",61593,76684
"Scine","164536",30606,39048
"Scine","1444",46657,51732
"Scine","714",217676,222665
"Scine","164109",23680,28154
"Scine","164816",31934,40514
"Scine","882",81917,100841
"Scine","163918",4205,8817
"Scine","1425",8479,12897
"Scine","449",207827,210953
"Scine","157882",9005,12062
"Scine","393",3379,13599
"Scine","161943",160681,169584
"Scine","1718",84058,92536
"Scine","164398",10622,26813
"Scine","161550",1496,8992
"Scine","161790",4500,11499
"Scine","586",46205,52573
"Scine","165353",39748,53589
"Scine","165052",41071,48312
"Scine","845",95313,101607
"Scine","164224",72162,77480
"Scine","75",247360,254056
"Scine","715",9137,18728
"Scine","161250",9496,11082
"Scine","1390",116481,121432
"Scine","164109",14300,17497
"Scine","161975",21846,26499
"Scine","374",162398,169384
"Scine","1706",8085,17112
"Scine","164775",64755,68157
"Scine","165852",41,2963
"Scine","164741",18690,24359
"Scine","166124",76898,86004
"Scine","164775",86331,89952
"Scine","1229",27304,32458
"Scine","166135",45376,71459
"Scine","164016",46500,50979
"Scine","723",33237,49544
"Scine","872",141416,158584
"Scine","964",94887,98801
"Scine","1628",48513,55951
"Scine","163978",3877,9188
"Scine","1047",249501,257652
"Scine","1126",354938,361649
"Scine","164352",50882,64337
"Scine","1267",16447,58757
"Scine","165478",45847,53348
"Scine","1002",92060,106155
"Scine","837",89444,93801
"Scine","163975",1049931,1055506
"Scine","163571",48304,53675
"Scine","248",102784,106701
"Scine","242",32461,37369
"Scine","130694",363,2318
"Scine","621",36818,42123
"Scine","1262",44514,54803
"Scine","161783",3673,5772
"Scine","327",96983,110275
"Scine","150061",211,2639
"Scine","998",23725,25365
"Scine","149",92534,96105
"Scine","164338",40202,47168
"Scine","657",134044,138454
"Scine","75",467113,473047
"Scine","1165",94432,99694
"Scine","164472",7509,14322
"Scine","165396",2167,6151
"Scine","174",45095,47807
"Scine","585",6605,29815
"Scine","753",26100,31470
"Scine","124",26142,39757
"Scine","164687",5338,10210
"Scine","1070",80322,83479
"Scine","1716",72256,74731
"Scine","1715",171867,181802
"Scine","119",336256,337851
"Scine","156567",5235,25744
"Scine","539",6844,9264
"Scine","744",211370,215024
"Scine","1518",93290,98381
"Scine","163664",581575,595699
"Scine","158851",1072,4370
"Scine","785",52275,57625
"Scine","164762",101439,108381
"Scine","162837",757,5241
"Scine","522",54164,69734
"Scine","1494",50476,55782
"Scine","1070",52451,57313
"Scine","438",67209,71872
"Scine","164193",437,6332
"Scine","113",56431,59225
"Scine","1652",75190,79278
"Scine","164105",25134,32652
"Scine","420",154933,166247
"Scine","1435",125779,131377
"Scine","806",60386,103528
"Scine","731",103874,107311
"Scine","162987",177374,181738
"Scine","124",9763,20956
"Scine","180751",18003,33127
"Scine","1073",5955,10830
"Scine","1622",23719,25293
"Scine","1513",47951,58134
"Scine","165501",813,4903
"Scine","808",51337,57339
"Scine","164990",263221,272613
"Scine","164031",4873,11147
"Scine","161943",216803,225009
"Scine","165295",3830,13969
"Scine","1494",122753,125897
"Scine","162462",17766,21969
"Scine","164202",37823,51013
"Scine","160766",23426,36860
"Scine","1563",40053,43892
"Scine","163960",16329,19554
"Scine","163633",36233,39385
"Scine","398",466794,472001
"Scine","986",63254,70429
"Scine","142234",3225,9533
"Scine","533",35916,39396
"Scine","1488",106426,110229
"Scine","163769",63666,69103
"Scine","574",130792,137686
"Scine","161164",17325,22542
"Scine","160114",10,5149
"Scine","1089",124864,128078
"Scine","164996",21250,26765
"Scine","165345",107817,118051
"Scine","514",82972,87150
"Scine","161328",5263,10883
"Scine","385",145830,163055
"Scine","1369",112168,130214
"Scine","349",62653,91042
"Scine","1488",38050,42291
"Scine","165425",62005,65267
"Scine","1175",250594,255092
"Scine","165502",72713,83790
"Scine","161467",31806,57995
"Scine","161273",27568,30481
"Scine","537",159218,168180
"Scine","1096",113156,116111
"Scine","1527",46280,51990
"Scine","165779",627,3050
"Scine","163872",31062,34720
"Scine","374",179828,188658
"Scine","165037",5590,11776
"Scine","438",217278,222966
"Scine","164865",49135,54105
"Scine","596",10385,18951
"Scine","164805",72810,87572
"Scine","1402",91086,99543
"Scine","164664",508,15857
"Scine","117",221708,230113
"Scine","1667",90841,105970
"Scine","1552",94279,107641
"Scine","1373",2519,11779
"Scine","194",14308,16914
"Scine","889",58632,63143
"Scine","596",67503,72424
"Scine","1726",199961,203799
"Scine","142",351363,356224
"Scine","279",163464,170763
"Scine","165272",18459,27610
"Scine","167",145885,147687
"Scine","1424",109825,132527
"Scine","1681",37270,47012
"Scine","159461",79,2544
"Scine","1439",199592,209888
"Scine","165347",88135,100592
"Scine","155724",2486,5630
"Scine","1246",43340,50244
"Scine","592",38904,44369
"Scine","595",185655,191678
"Scine","165279",66986,72070
"Scine","165580",19953,24215
"Scine","1726",185877,190963
"Scine","162666",33420,38558
"Scine","1731",247216,252308
"Scine","162857",76462,82563
"Scine","164592",45393,53695
"Scine","1601",46232,53231
"Scine","877",21282,25118
"Scine","165981",21569,23538
"Scine","475",63516,131511
"Scine","1296",14859,31816
"Scine","164916",68634,71931
"Scine","165242",29939,41200
"Scine","1296",1146,9955
"Scine","163754",58998,66890
"Scine","118",254952,268252
"Scine","164200",20997,26683
"Scine","162411",2026,3759
"Scine","144916",951,4435
"Scine","1729",77010,79488
"Scine","1158",190147,194002
"Scine","166031",88710,94635
"Scine","165797",105659,112952
"Scine","792",326422,329872
"Scine","123569",450,2201
"Scine","165951",19797,26546
"Scine","1484",221645,234051
"Scine","164990",247958,251088
"Scine","165220",99245,104217
"Scine","477",22828,27305
"Scine","337",30022,35451
"Scine","132",236753,252506
"Scine","951",133662,141162
"Scine","764",17431,22169
"Scine","1489",28913,33560
"Scine","164459",46452,51514
"Scine","1660",169231,172792
"Scine","118",89026,95278
"Scine","480",91710,93980
"Scine","165687",53759,60104
"Scine","628",120410,122475
"Scine","160598",8910,15332
"Scine","317",90222,96153
"Scine","162187",171,4493
"Scine","1477",56032,58104
"Scine","165258",48991,54026
"Scine","161387",451,10390
"Scine","364",155831,161936
"Scine","484",168904,170442
"Scine","413",62892,65476
"Scine","165951",28712,33213
"Scine","165354",46308,55131
"Scine","166001",9371,14607
"Scine","998",28915,32214
"Scine","122",181576,187114
"Scine","284",1442,6504
"Scine","166000",13470,19062
"Scine","164095",414,21974
"Scine","536",4123,9026
"Scine","627",36874,54184
"Scine","1563",29086,37278
"Scine","1729",46041,50381
"Scine","412",8390,10324
"Scine","165149",119916,122747
"Scine","1488",162826,166611
